Date,Close
13/07/2018 16:00:00,105.43
16/07/2018 16:00:00,104.91
17/07/2018 16:00:00,105.95
18/07/2018 16:00:00,105.12
19/07/2018 16:00:00,104.4
20/07/2018 16:00:00,106.27
23/07/2018 16:00:00,107.97
24/07/2018 16:00:00,107.66
25/07/2018 16:00:00,110.83
26/07/2018 16:00:00,109.62
27/07/2018 16:00:00,107.68
30/07/2018 16:00:00,105.37
31/07/2018 16:00:00,106.08
01/08/2018 16:00:00,106.28
02/08/2018 16:00:00,107.57
03/08/2018 16:00:00,108.04
06/08/2018 16:00:00,108.13
07/08/2018 16:00:00,108.88
08/08/2018 16:00:00,109.49
09/08/2018 16:00:00,109.67
10/08/2018 16:00:00,109
13/08/2018 16:00:00,108.21
14/08/2018 16:00:00,109.56
15/08/2018 16:00:00,107.66
16/08/2018 16:00:00,107.64
17/08/2018 16:00:00,107.58
20/08/2018 16:00:00,106.87
21/08/2018 16:00:00,105.98
22/08/2018 16:00:00,107.06
23/08/2018 16:00:00,107.56
24/08/2018 16:00:00,108.4
27/08/2018 16:00:00,109.6
28/08/2018 16:00:00,110.26
29/08/2018 16:00:00,112.02
30/08/2018 16:00:00,111.95
31/08/2018 16:00:00,112.33
04/09/2018 16:00:00,111.71
05/09/2018 16:00:00,108.49
06/09/2018 16:00:00,108.74
07/09/2018 16:00:00,108.21
10/09/2018 16:00:00,109.38
11/09/2018 16:00:00,111.24
12/09/2018 16:00:00,111.71
13/09/2018 16:00:00,112.91
14/09/2018 16:00:00,113.37
17/09/2018 16:00:00,112.14
18/09/2018 16:00:00,113.21
19/09/2018 16:00:00,111.7
20/09/2018 16:00:00,113.57
21/09/2018 16:00:00,114.26
24/09/2018 16:00:00,114.67
25/09/2018 16:00:00,114.45
26/09/2018 16:00:00,113.98
27/09/2018 16:00:00,114.41
28/09/2018 16:00:00,114.37
01/10/2018 16:00:00,115.61
02/10/2018 16:00:00,115.15
03/10/2018 16:00:00,115.17
04/10/2018 16:00:00,112.79
05/10/2018 16:00:00,112.13
08/10/2018 16:00:00,110.85
09/10/2018 16:00:00,112.26
10/10/2018 16:00:00,106.16
11/10/2018 16:00:00,105.91
12/10/2018 16:00:00,109.57
15/10/2018 16:00:00,107.6
16/10/2018 16:00:00,111
17/10/2018 16:00:00,110.71
18/10/2018 16:00:00,108.5
19/10/2018 16:00:00,108.66
22/10/2018 16:00:00,109.63
23/10/2018 16:00:00,108.1
24/10/2018 16:00:00,102.32
25/10/2018 16:00:00,108.3
26/10/2018 16:00:00,106.96
29/10/2018 16:00:00,103.85
30/10/2018 16:00:00,103.73
31/10/2018 16:00:00,106.81
01/11/2018 16:00:00,105.92
02/11/2018 16:00:00,106.16
05/11/2018 16:00:00,107.51
06/11/2018 16:00:00,107.72
07/11/2018 16:00:00,111.96
08/11/2018 16:00:00,111.75
09/11/2018 16:00:00,109.57
12/11/2018 16:00:00,106.87
13/11/2018 16:00:00,106.94
14/11/2018 16:00:00,104.97
15/11/2018 16:00:00,107.28
16/11/2018 16:00:00,108.29
19/11/2018 16:00:00,104.62
20/11/2018 16:00:00,101.71
21/11/2018 16:00:00,103.11
23/11/2018 13:00:00,103.07
26/11/2018 16:00:00,106.47
27/11/2018 16:00:00,107.14
28/11/2018 16:00:00,111.12
29/11/2018 16:00:00,110.19
30/11/2018 16:00:00,110.89
03/12/2018 16:00:00,112.09
04/12/2018 16:00:00,108.52
06/12/2018 16:00:00,109.19
07/12/2018 16:00:00,104.82
10/12/2018 16:00:00,107.59
11/12/2018 16:00:00,108.59
12/12/2018 16:00:00,109.08
13/12/2018 16:00:00,109.45
14/12/2018 16:00:00,106.03
17/12/2018 16:00:00,102.89
18/12/2018 16:00:00,103.97
19/12/2018 16:00:00,103.69
20/12/2018 16:00:00,101.51
21/12/2018 16:00:00,98.23
24/12/2018 13:00:00,94.13
26/12/2018 16:00:00,100.56
27/12/2018 16:00:00,101.18
28/12/2018 16:00:00,100.39
31/12/2018 16:00:00,101.57
02/01/2019 16:00:00,101.12
